id,amount,length,housing,income,purpose,overdue_times,default_times,total_default_number,last_overdue_months,inquire_times,closed_credict_cards,total_balance,mortage_number,account_number,loan_history,recent_loan_number,recent_account_months,credict_used_amount,credict_limit,half_used_credict_card,total_credict_card_number,last_credict_card_months,target
249,9000,3,1,3600,1,0,0,0,31,0,0,23600,0,3,0,0,21,1686,25000,0,1,7,0
250,25000,7,2,7500,6,0,0,0,71,0,0,203600,1,1,2,0,112,1388,28000,1,4,31,0
251,4000,5,3,2400,1,0,0,0,31,0,0,27400,1,1,1,1,38,864,22000,1,2,37,0
252,20000,7,1,7500,2,0,0,0,31,0,0,27800,0,2,1,0,23,1260,23500,0,1,21,0
253,22000,10,3,10636,1,0,0,0,48,0,0,304900,2,3,2,0,21,10094,99000,0,3,7,0
254,12000,2,1,7300,2,0,0,0,49,0,0,19100,0,4,4,2,13,1442,33500,0,6,1,0
255,10000,7,1,5500,2,0,0,0,31,0,0,24500,0,3,2,0,27,1108,31000,0,3,9,0
256,5000,4,1,20000,2,0,0,0,31,0,0,67700,0,4,2,0,21,12590,36500,0,2,13,0
257,9000,4,3,12875,8,0,2,0,44,0,0,166400,1,4,2,0,21,1558,27000,0,3,20,0
258,23000,10,3,13000,1,1,0,0,10,0,0,151600,2,4,2,0,33,5776,91000,0,4,14,0
259,3000,7,2,1500,2,0,0,0,56,0,0,5800,0,3,2,0,21,1162,42000,0,5,2,0
260,10000,10,1,11300,2,0,0,0,31,0,0,53200,0,2,1,0,21,2664,62000,0,1,67,0
261,6000,10,3,6200,2,1,0,0,12,0,0,135100,1,3,1,0,37,794,19500,0,1,2,0
262,20000,3,1,5400,2,0,0,0,31,0,0,124200,0,5,6,0,16,3958,58000,0,3,4,0
263,15000,10,3,9800,1,1,0,0,20,0,0,139200,1,3,3,1,13,15994,113500,1,4,55,0
264,24000,1,1,5200,2,0,0,0,13,0,0,44100,0,3,2,1,12,6902,50500,1,3,57,0
265,32000,10,3,8100,1,0,0,0,31,0,0,255000,2,3,2,1,13,4060,35500,0,1,9,0
266,16000,3,1,11500,2,0,0,0,31,0,0,29000,0,1,0,0,119,1964,28000,0,1,16,0
267,9000,10,2,8700,2,0,0,0,40,0,0,218800,2,3,2,1,14,3412,41000,0,2,6,0
268,17000,10,3,11000,2,0,0,0,80,0,0,192000,1,3,1,0,30,1536,22000,0,0,43,0
269,12000,4,2,9000,2,0,0,0,69,0,0,290200,0,4,2,0,21,1992,36500,0,1,16,0
270,15000,10,1,5000,1,0,0,0,31,0,0,55500,0,3,2,0,21,6610,53000,1,4,14,0
271,7000,4,1,8600,1,0,0,0,31,0,0,29900,1,2,2,0,21,1144,21000,0,2,7,0
272,12000,9,3,9000,2,0,0,0,31,0,0,177700,1,4,3,0,27,4710,111000,0,3,19,0
273,35000,10,3,11300,2,0,0,0,31,0,0,349100,1,3,3,1,11,7306,148500,0,2,73,0
274,4000,7,2,3200,2,0,0,0,31,0,0,64200,0,4,5,0,34,788,20500,0,0,2,0
275,3000,7,1,2100,2,0,0,0,31,0,0,67700,0,2,1,0,21,808,36500,0,2,48,0
276,20000,3,1,4600,2,0,0,0,28,0,0,42100,0,2,1,0,53,1822,27500,0,1,34,0
277,5000,10,3,5500,2,1,0,0,6,0,0,67700,1,4,3,0,21,2296,36500,0,2,13,0
278,12000,9,1,8300,1,0,0,0,31,0,0,25800,0,3,1,0,21,2458,31000,1,4,49,0
279,15000,5,3,8400,2,0,0,0,78,0,0,110400,1,3,1,0,21,1312,26500,0,2,12,0
280,18000,1,3,6000,6,0,0,0,50,0,0,15200,1,3,2,1,32,1642,35000,0,3,5,0
281,25000,10,3,12000,0,0,0,0,46,0,0,357600,1,3,3,0,38,3748,68500,0,3,18,0
282,10000,6,3,10000,0,0,0,0,36,0,0,423700,4,3,2,0,104,78,28500,0,2,22,0
283,24000,1,3,5000,1,0,0,0,31,0,0,198300,1,2,1,0,38,3650,50000,0,2,3,0
284,22000,10,1,5100,2,0,0,0,31,1,0,29700,0,3,3,0,21,2558,49000,0,7,1,0
285,12000,7,3,4000,2,1,0,0,6,0,0,366700,3,2,2,0,28,17334,113500,1,2,38,0
286,18000,10,3,7000,2,0,0,0,27,0,0,223300,1,4,4,0,21,8744,97500,0,5,7,0
287,9000,3,3,6500,2,0,0,0,31,0,0,189100,1,3,1,0,17,2336,38000,0,1,13,0
288,20000,9,2,7639,2,2,0,0,6,0,0,93600,0,3,3,2,12,438,27500,0,2,2,0
289,16000,10,1,6000,1,0,0,0,31,0,0,182300,0,2,1,0,21,3304,34500,0,1,73,0
290,7000,10,2,12531,6,0,0,0,58,0,0,452100,2,4,4,0,29,7574,90500,0,2,9,0
291,16000,3,3,7800,2,0,0,0,29,0,0,122900,4,5,5,0,35,4232,77000,0,4,3,0
292,13000,10,3,11440,2,0,0,0,31,0,0,315900,2,3,2,0,21,2788,70000,0,4,30,0
293,10000,10,1,9500,2,0,0,0,45,0,0,21500,0,3,2,0,21,4306,45500,0,1,4,0
294,19000,2,3,8800,4,0,0,0,37,0,0,221300,1,2,1,0,25,830,24000,0,1,18,0
295,8000,5,2,4000,10,0,0,0,31,0,0,15900,0,4,2,0,21,2106,35500,0,4,2,0
296,9000,2,1,5600,1,0,0,0,31,0,0,24400,0,2,1,0,19,308,68000,0,2,36,0
297,10000,10,2,4200,1,0,0,0,31,0,0,13300,0,2,1,0,21,2668,28500,1,3,10,0
298,7000,3,1,6200,1,0,0,0,27,0,0,35300,0,2,1,0,21,990,20500,0,1,43,0
299,4000,4,3,4500,6,0,0,0,70,0,0,33400,1,3,2,0,21,752,19500,0,1,9,0
300,28000,7,1,13000,1,0,0,0,31,0,0,55000,0,2,1,0,21,10858,72500,1,3,37,0
301,2000,10,3,9000,4,0,0,0,31,0,0,195400,1,1,0,1,11,1088,20500,0,0,16,0
302,1000,1,3,7000,3,0,0,0,68,0,0,74300,1,5,4,0,18,2620,35000,0,3,10,0
303,15000,1,1,4000,2,0,0,0,31,0,0,29400,0,4,2,0,21,2204,57500,0,1,18,0
304,12000,5,1,6800,2,0,0,0,48,0,0,47200,0,2,2,1,11,4150,46000,1,3,9,0
305,24000,10,2,14200,6,0,0,0,41,0,0,61100,0,3,2,0,21,5520,49500,1,2,11,0
306,2000,3,3,5600,2,0,0,0,31,0,0,144900,2,4,3,0,14,1886,82500,0,4,9,0
307,40000,10,3,21500,2,0,0,0,49,0,0,503200,2,4,3,1,30,4030,54500,1,4,2,0
308,7000,2,1,9262,2,0,0,0,53,0,0,22900,1,2,3,0,47,1488,24000,1,2,9,0
309,2000,5,1,7070,0,0,0,0,31,0,0,17100,0,2,3,0,20,390,21500,0,3,32,0
310,9000,7,3,3330,2,0,0,0,25,0,0,181900,1,2,2,0,17,3418,37000,0,1,7,0
311,35000,10,3,9500,2,0,0,0,16,0,0,105800,1,3,1,0,21,1160,19000,0,0,167,0
312,29000,7,3,3967,1,1,0,0,1,0,0,139900,1,5,3,0,62,4646,74000,0,2,8,0
313,12000,8,3,10600,1,0,0,0,31,0,0,245900,2,4,3,0,21,6890,55500,0,2,5,0
314,20000,6,3,8500,2,0,0,0,31,0,0,50300,2,2,2,0,15,6292,67500,1,3,31,0
315,7000,4,2,6000,2,0,0,0,31,1,0,56500,4,4,4,1,16,1334,52500,0,3,4,0
316,5000,10,3,5000,1,0,0,0,31,0,0,220000,1,2,1,0,13,3726,48000,0,1,35,0
317,3000,2,1,5500,2,0,0,0,23,0,0,180700,0,5,3,0,13,2088,26000,1,2,41,0
318,26000,7,1,6000,2,0,0,0,31,0,0,41000,0,5,3,0,21,5664,54500,1,5,4,0
319,1000,8,1,7000,3,0,0,0,17,0,0,30600,0,4,3,1,12,2850,40500,1,3,10,0
320,10000,2,1,3600,1,0,0,0,31,0,0,43300,0,4,2,1,12,1792,72500,0,4,6,0
321,10000,3,3,6500,12,1,0,0,6,0,0,67700,1,4,2,0,21,9924,36500,0,2,13,0
322,14000,2,3,9500,2,0,0,0,31,0,0,218300,2,1,1,0,21,3374,34000,1,2,44,0
323,10000,1,1,4000,3,0,0,0,43,0,0,21300,0,4,4,0,23,840,41000,0,2,3,0
324,3000,1,3,13500,1,1,0,0,9,0,0,721300,3,3,3,0,20,1070,58000,0,1,94,0
325,9000,10,1,4000,2,0,0,0,31,0,0,23400,0,5,2,0,21,2420,55500,0,4,6,0
326,35000,4,3,7700,1,0,0,0,31,0,0,213800,1,3,2,0,29,5058,45000,0,1,81,0
327,3000,3,3,6000,4,0,0,0,24,0,0,47700,1,2,2,0,15,1126,22000,0,1,29,0
328,5000,7,1,2200,3,0,0,0,13,0,0,43000,0,2,2,0,21,570,23000,0,1,77,0
329,5000,8,1,11680,2,0,0,0,31,0,0,43900,0,3,4,0,38,1034,71500,0,6,17,0
330,8000,2,3,7800,2,0,0,0,31,0,0,138500,1,5,2,0,17,8648,68000,0,2,41,0
331,24000,2,3,15000,2,0,0,0,80,0,0,420700,1,3,3,0,21,4950,47500,0,4,3,0
332,25000,10,3,12000,2,0,0,0,31,0,0,132000,2,3,4,0,21,7742,117500,0,5,27,0
333,20000,10,2,8500,7,0,0,0,31,0,0,49800,1,5,2,1,13,1550,88500,0,3,16,0
334,7000,10,3,9690,4,0,0,0,32,0,0,328300,2,2,2,1,13,1830,32000,0,1,13,0
335,6000,3,2,6200,7,0,0,0,31,0,0,12900,0,1,0,1,12,26,16500,0,0,14,0
336,28000,2,1,9800,4,1,0,0,7,1,0,25500,0,4,4,0,21,3530,66000,0,10,3,0
337,9000,4,3,11000,2,0,0,0,31,0,0,284400,1,3,2,0,14,2812,41000,0,1,30,0
338,21000,10,3,9600,2,0,0,0,23,0,0,340000,3,2,1,0,21,2132,32500,0,2,6,0
339,6000,10,1,6882,4,0,0,1,64,1,0,46500,1,2,4,0,21,2262,35500,0,4,2,0
340,6000,8,1,5400,9,0,0,0,31,0,0,1600,0,3,1,0,21,332,26000,0,2,23,0
341,6000,8,3,5200,9,0,0,0,31,0,0,114400,1,3,2,0,32,2362,33000,0,1,33,0
342,10000,2,3,6120,1,0,0,0,31,1,0,237500,1,4,3,0,21,2212,32500,0,2,1,0
343,5000,4,3,9500,1,0,0,0,24,0,0,67700,1,1,2,0,21,2590,36500,0,2,13,0
344,16000,8,3,6800,1,0,0,0,31,0,0,216100,1,3,2,0,28,3990,40000,0,1,113,0
345,10000,7,3,3000,2,0,0,0,31,0,0,168800,1,3,1,0,35,2274,35500,0,0,23,0
346,26000,8,1,6200,2,0,0,0,31,0,2,42400,0,3,3,1,14,4162,42000,0,1,40,0
347,5000,7,2,1500,2,0,0,0,66,0,0,26100,2,1,2,0,21,760,18000,1,3,3,1
348,12000,10,3,8667,6,0,0,0,31,0,0,318400,2,5,5,1,33,13944,148500,0,7,3,0
349,10000,2,1,6000,2,0,0,0,31,0,0,17400,0,3,1,0,21,2826,43500,0,2,9,0
350,24000,10,1,7000,2,0,0,0,77,0,0,90200,1,4,3,0,21,5596,96500,0,5,3,0
351,14000,7,1,3400,2,0,0,0,27,0,0,24400,0,3,2,0,21,3376,41000,0,2,80,0
352,13000,10,1,8200,2,0,0,0,31,0,0,74700,0,2,2,0,20,3258,66000,0,2,14,0
353,6000,10,3,9771,6,0,0,0,26,0,0,349000,3,3,4,0,14,2360,30000,0,2,55,0
354,15000,3,3,7500,1,0,0,0,35,0,0,96100,1,3,1,1,23,2950,38000,0,2,1,0
355,10000,10,3,3000,2,0,0,0,24,0,0,14200,1,2,3,0,16,1294,29000,1,5,8,0
356,3000,7,1,2800,2,0,0,0,31,0,0,26500,0,1,0,1,12,866,24000,0,0,7,0
357,3000,6,1,4000,2,0,0,0,31,0,0,23200,0,3,1,2,11,356,48000,0,2,2,0
358,12000,2,3,10000,2,0,0,0,31,0,0,73400,1,2,2,0,21,1504,35000,0,3,22,0
359,15000,8,3,9500,2,0,0,0,45,0,0,257600,1,5,4,1,12,8030,112500,0,3,7,0
360,24000,2,1,24000,1,0,0,0,38,0,0,128800,0,2,2,0,22,9924,76500,0,2,28,0
361,35000,1,3,16000,2,0,0,0,29,0,0,276500,1,4,2,0,20,2226,47500,0,4,2,0
362,30000,4,3,14000,2,0,0,0,17,0,0,271300,3,3,2,0,45,4096,83500,0,3,22,0
363,5000,7,1,1700,2,0,0,0,46,0,0,600,0,1,0,0,22,0,13000,0,1,13,0
364,2000,10,1,4500,2,0,0,0,31,0,0,20400,0,3,1,0,38,2760,27000,1,2,11,0
365,14000,10,1,5500,2,0,0,0,70,0,0,29700,0,3,1,0,29,1526,33000,0,1,8,0
366,40000,10,3,7000,2,0,0,0,31,0,0,247100,2,3,1,0,101,506,54000,0,2,10,0
367,12000,8,3,6500,2,0,0,0,31,0,0,168000,2,2,2,0,21,1842,25500,1,2,15,0
368,10000,7,3,11000,1,0,0,0,31,0,0,199000,1,3,3,0,21,1532,35500,0,3,9,0
369,8000,10,3,9000,1,0,0,0,63,0,0,247300,2,4,2,0,28,5002,57500,1,2,19,0
370,35000,7,3,13455,2,0,0,0,31,0,0,766900,2,3,3,0,21,25374,181500,0,3,31,0
371,4000,7,1,6800,0,0,0,0,31,0,0,31000,0,3,3,0,19,2130,27000,1,4,10,0
372,15000,10,3,6600,2,0,0,0,31,0,0,24900,1,3,1,0,21,4980,70500,0,5,17,0
373,6000,4,1,5500,2,0,0,0,15,0,0,63200,0,3,1,0,21,766,24000,0,1,2,0
374,15000,2,1,12750,2,0,0,0,30,0,0,80800,0,4,2,0,19,2304,38500,0,2,35,0
375,13000,10,3,9500,2,0,0,0,34,0,0,16200,1,2,2,0,21,2422,50500,0,4,4,0
376,10000,4,1,4000,1,0,0,0,31,0,0,22500,0,4,1,0,22,2754,48500,0,2,16,0
377,8000,7,3,2600,0,0,0,0,31,0,0,24600,1,3,1,0,47,4934,50000,0,3,10,0
378,2000,10,1,4500,0,0,0,0,31,1,0,11900,0,1,0,1,10,46,16500,0,0,2,0
379,6000,6,1,8250,2,0,0,0,31,0,0,17200,0,1,0,0,21,128,41000,0,0,71,0
380,10000,2,1,5100,1,0,0,0,31,0,0,33000,0,1,0,0,21,2754,36500,0,1,91,0
381,7000,10,3,7500,2,0,0,0,31,0,0,90500,1,5,4,0,33,2428,79000,0,3,5,0
382,8000,3,3,4225,5,0,0,0,46,0,0,67700,1,3,3,0,21,814,36500,0,2,13,0
383,10000,3,1,4000,2,0,0,0,31,0,0,30300,0,1,0,0,21,1050,20500,0,0,23,0
384,9000,6,1,3000,0,0,0,0,25,0,0,17900,0,2,1,0,21,1092,20500,0,1,39,0
385,35000,9,3,8000,2,0,0,0,81,0,0,275400,1,2,1,0,21,7834,61500,0,1,133,0
386,17000,7,2,5000,1,0,0,0,31,0,0,41800,0,4,2,0,20,7008,71500,0,3,9,0
387,19000,10,1,8500,2,0,0,0,31,1,0,389900,3,3,4,0,21,7696,60000,0,2,13,0
388,17000,3,3,6500,2,0,0,0,31,0,0,229300,1,4,4,0,18,2314,56500,0,3,5,0
389,11000,10,3,2012,2,0,0,0,70,0,0,3200,1,2,1,0,38,640,24500,0,1,22,0
390,3000,10,3,3200,2,0,0,0,31,0,0,9500,1,2,1,0,21,880,27500,0,2,32,0
391,6000,7,3,3800,2,1,0,0,5,0,0,131500,2,3,2,0,15,1286,25500,0,2,13,0
392,40000,1,3,18000,2,0,0,0,28,0,0,345400,2,3,2,0,30,1076,26500,1,2,94,0
393,8000,6,1,3800,1,0,0,0,31,0,0,22200,0,2,2,0,42,1812,31500,0,2,41,0
394,27000,10,3,17500,2,1,0,0,13,0,0,223400,1,3,2,0,18,1592,28500,0,3,31,0
395,22000,5,1,4702,2,0,0,0,31,0,0,22000,0,3,2,0,59,4406,51500,0,6,40,0
396,14000,10,3,8300,1,1,0,0,7,0,0,54700,1,3,2,0,30,3932,73000,0,4,6,0
397,20000,10,3,9500,2,0,0,0,32,0,0,34200,1,2,2,0,21,3544,44500,1,4,39,0
398,9000,7,1,3250,2,0,0,0,31,0,0,17200,0,3,2,0,21,2360,40000,0,1,14,0
399,5000,7,1,1630,2,0,0,0,31,0,0,10500,0,2,1,0,24,758,21000,0,0,69,0
400,11000,1,1,6000,1,0,0,0,31,0,0,13100,0,1,1,0,19,2634,27000,0,1,49,0
401,9000,5,2,7800,2,0,0,0,24,1,0,52200,1,4,3,0,19,7964,98000,0,4,5,0
402,5000,10,2,5000,1,1,1,0,6,0,0,54700,1,3,3,0,21,894,24500,0,1,80,0
403,4000,1,3,3500,1,0,0,0,31,0,0,72000,1,2,1,0,22,714,22000,0,1,59,0
404,6000,1,2,5500,2,0,0,0,30,0,0,219900,1,2,2,1,9,2362,28000,0,2,3,0
405,35000,4,3,10700,2,1,0,0,4,1,0,333400,1,5,4,0,21,30420,195000,0,5,12,0
406,10000,7,1,2900,2,0,0,0,31,0,0,67700,0,3,0,0,21,3304,36500,0,2,3,0
407,25000,10,3,6300,1,0,0,0,31,0,0,246600,1,4,2,0,21,4464,71500,0,5,4,0
408,4000,4,3,7000,2,0,0,2,24,0,0,381500,2,3,3,0,21,1118,20500,0,1,37,0
409,6000,2,1,2000,0,0,0,0,31,0,0,2600,0,1,0,1,163,2,14000,0,0,5,0
410,7000,6,1,5600,0,0,0,0,31,0,0,42200,0,4,1,0,21,4372,36500,0,2,21,0
411,5000,10,2,4000,2,0,0,0,34,0,0,51400,0,5,4,1,14,1052,37000,0,3,6,0
412,12000,7,3,8500,1,1,0,0,12,0,0,192300,2,2,2,0,21,2570,28000,0,1,49,0
413,20000,10,3,8700,0,0,0,0,31,0,0,274300,1,3,2,0,31,2800,27000,1,2,70,0
414,22000,8,1,9500,2,0,0,0,31,0,0,27200,0,2,1,0,31,3260,38000,0,1,1,0
415,2000,10,1,5500,2,0,0,0,31,0,0,62200,0,3,3,0,21,3044,31000,0,2,13,0
416,15000,3,3,4950,0,0,0,0,27,0,0,94600,1,2,1,1,15,1232,58500,0,2,2,0
417,2000,2,1,4420,4,1,0,0,9,0,0,1300,0,1,0,0,21,266,16500,0,1,8,0
418,6000,10,1,7000,1,0,0,0,31,0,0,118200,1,5,4,0,15,4800,63000,0,3,8,0
419,6000,9,1,9700,1,0,0,0,31,0,0,56600,0,2,0,0,21,2634,28000,0,1,32,0
420,12000,1,1,3500,2,0,0,0,31,0,0,29800,0,4,4,0,21,5964,86500,0,6,6,0
421,24000,9,1,6400,6,0,0,0,58,0,0,7800,0,5,2,0,21,282,19500,0,2,22,0
422,14000,7,1,4999,1,0,0,0,31,0,0,21500,0,1,1,0,21,1352,21000,0,1,54,0
423,7000,7,1,3000,1,0,0,0,31,0,0,70700,0,2,1,1,10,1350,22000,0,0,21,0
424,15000,6,3,5200,2,0,0,0,62,0,0,115500,1,2,1,0,21,3636,43500,0,3,6,0
425,10000,7,1,2500,2,0,0,0,31,0,0,64700,0,5,4,0,21,3546,67500,1,10,3,0
426,9000,1,3,5500,2,1,2,0,13,0,0,161600,3,3,3,0,21,2602,41000,0,4,2,0
427,8000,7,1,4000,2,0,0,0,31,0,0,36500,0,1,2,0,21,1812,47500,0,2,25,0
428,4000,2,2,1365,2,1,0,0,5,0,0,2500,0,1,0,0,21,514,24000,0,0,19,0
429,16000,2,1,6500,2,0,0,0,24,0,0,78900,0,4,3,0,14,1466,46500,0,2,55,0
430,16000,1,1,4800,2,0,0,0,31,0,0,30600,0,2,1,0,27,2942,42500,0,1,12,0
431,8000,10,2,5100,4,0,0,0,31,0,0,17300,0,2,1,0,29,1548,22500,0,1,147,0
432,7000,7,3,10500,0,0,0,0,39,0,0,174500,1,3,3,0,21,5892,66000,0,4,2,0
433,12000,7,1,6200,1,0,0,0,31,0,0,16200,0,3,2,0,21,2312,71000,0,6,6,0
434,12000,2,1,5500,2,0,0,0,30,0,0,17700,0,3,1,0,21,242,26500,0,2,10,0
435,10000,10,3,9990,1,0,0,0,39,0,0,123700,1,4,4,0,21,1672,34500,0,5,6,0
436,10000,6,3,6240,2,0,0,0,31,0,0,259200,1,3,1,0,106,6714,57000,0,2,26,0
437,13000,2,1,8000,2,0,0,0,31,0,0,28200,0,2,1,0,21,560,24000,0,1,11,0
438,4000,7,3,4000,0,0,0,0,57,0,0,180500,2,3,3,0,18,1870,33500,0,3,12,0
439,7000,10,3,4223,2,0,0,0,77,0,0,114100,2,2,2,1,10,1800,35000,0,3,8,0
440,3000,5,1,4500,2,0,0,0,15,0,0,17400,0,1,0,0,26,804,17500,0,0,36,0
441,16000,2,3,4500,1,0,0,0,31,0,0,221200,1,2,1,0,17,1594,36500,0,1,143,0
442,20000,7,1,8000,2,0,0,0,31,0,0,23900,0,2,1,0,21,1728,108000,0,4,84,0
443,6000,2,1,3000,2,0,0,0,31,0,0,199100,0,5,2,0,28,322,34000,0,1,20,0
444,25000,10,2,8800,6,0,0,0,40,0,0,117400,2,2,2,0,21,3916,37500,0,2,5,0
445,12000,7,3,6000,2,0,0,0,58,0,0,36800,1,3,1,0,110,1530,22500,0,2,65,0
446,35000,10,1,8000,2,0,0,0,31,0,0,278800,0,4,3,2,13,4548,40500,0,1,1,1
447,5000,2,3,14000,2,0,0,0,71,0,0,364800,2,2,3,0,21,674,27000,0,6,4,0
448,15000,3,1,11000,2,1,0,0,1,0,0,122700,0,4,3,2,32,2528,47000,0,3,1,0
449,14000,3,2,6000,2,0,0,0,31,0,0,5500,0,1,0,0,21,1118,25000,0,0,24,0
450,16000,10,3,15000,2,0,0,0,21,0,0,524300,1,5,6,0,21,14510,139000,1,4,1,0
451,12000,6,3,2000,1,0,0,0,31,0,0,262100,1,3,1,0,28,324,43500,0,1,44,0
452,16000,8,3,8000,2,0,0,0,18,0,0,17400,1,3,1,2,138,1246,39500,0,2,1,0
453,10000,3,3,6200,2,0,0,0,31,0,0,119400,1,2,1,0,20,1576,32500,0,1,21,0
454,8000,7,1,10900,3,0,0,0,31,0,0,63000,0,2,0,0,21,530,20500,0,0,27,0
455,10000,10,3,4500,2,0,0,0,27,0,0,108900,2,3,2,0,21,2086,28000,1,2,13,0
456,21000,10,3,17260,1,0,0,0,31,0,0,498400,1,3,2,0,21,14884,104500,0,3,29,0
457,16000,7,2,7000,2,0,0,0,52,0,0,31500,0,5,4,1,12,2504,81500,0,4,17,0
458,7000,6,3,8000,2,0,0,0,21,0,0,61300,1,3,2,1,18,4172,39000,1,2,22,0
459,4000,10,1,2795,1,1,0,0,4,0,0,9000,0,3,1,0,21,1804,37000,0,1,74,1
460,6000,7,3,10200,6,0,0,0,42,0,0,176900,1,2,2,0,33,3414,31000,1,3,6,0
461,18000,2,1,9500,2,0,0,0,51,0,0,18200,0,2,2,0,36,2662,35000,0,3,24,0
462,10000,4,1,5600,3,0,0,0,31,0,0,67700,0,3,1,0,21,1582,36500,0,2,13,0
463,11000,2,3,4800,2,0,0,0,31,0,0,229200,1,3,2,0,21,5346,64500,1,3,3,0
464,13000,7,3,7600,2,0,0,0,31,0,0,278200,1,3,3,0,18,2196,40500,0,3,28,0
465,15000,7,1,8900,1,0,0,0,31,0,0,102200,0,3,4,0,21,5566,53500,1,3,55,0
466,5000,9,3,3600,6,0,0,0,34,0,0,2000,1,1,0,0,113,416,23000,0,0,65,0
467,7000,4,1,3600,0,0,0,0,46,1,0,17800,0,3,5,0,21,1538,25000,0,1,8,0
468,14000,3,1,8000,2,0,0,0,31,0,0,23500,0,2,1,0,24,2756,35000,0,2,2,0
469,12000,10,3,10200,2,1,0,0,2,0,0,388000,1,3,3,0,21,1958,31000,1,3,5,0
470,10000,7,3,7600,2,0,0,0,22,0,1,146500,1,5,4,0,23,926,62000,0,2,4,0
471,9000,10,1,4500,1,0,0,0,52,0,0,34300,2,2,2,0,21,760,24000,0,3,4,0
472,30000,5,3,7000,2,0,0,0,53,0,0,13600,1,2,1,0,21,2728,35500,0,2,25,0
473,12000,10,1,9700,2,1,0,0,7,0,0,43100,0,3,2,0,21,1026,22000,0,0,13,0
474,25000,10,3,6000,1,0,0,0,31,0,0,67700,1,3,3,0,21,4760,36500,0,2,13,0
475,35000,10,3,25000,2,1,0,0,8,0,0,433200,1,3,2,0,77,11840,72000,1,3,4,0
476,14000,7,1,5820,2,0,0,0,31,0,0,22100,0,2,0,0,18,3254,64000,0,2,13,0
477,3000,10,3,7500,6,0,0,0,30,0,0,17600,1,2,1,0,21,216,15000,0,1,11,0
478,1000,5,1,5050,2,0,0,0,31,0,0,40000,0,2,2,0,21,2198,27000,0,1,9,0
479,5000,10,3,8000,0,0,0,0,31,0,0,192200,3,3,2,0,21,3536,35000,0,1,151,0
480,12000,2,1,4500,2,0,0,0,31,0,0,31600,0,1,0,0,21,2254,33500,0,0,37,0
481,2000,1,2,6000,2,1,0,0,12,0,0,67700,0,3,3,0,21,10422,36500,0,2,13,0
482,20000,3,1,9720,2,1,0,0,11,0,0,169800,0,4,3,0,21,14614,241500,0,2,28,0
483,1000,10,3,3500,11,0,0,0,23,0,0,197200,3,4,4,3,11,300,44500,0,2,2,0
484,3000,10,2,5400,0,0,0,0,28,0,0,171300,0,3,2,0,31,3796,50000,0,1,163,0
485,10000,7,2,5000,9,0,0,0,23,0,0,25800,0,1,1,0,39,680,31500,0,1,64,0
486,8000,10,3,8900,2,0,0,0,32,0,0,255700,1,3,2,0,14,2416,32000,1,2,13,0
487,8000,7,1,11100,2,0,0,0,30,0,0,172100,1,3,2,1,19,1700,43000,0,2,3,0
488,5000,10,3,6000,2,0,0,0,31,0,0,101700,1,4,2,0,17,1430,63000,0,4,16,0
489,3000,7,2,3440,2,0,0,0,31,0,0,3100,0,1,2,0,21,622,20500,0,2,54,0
490,25000,7,2,8000,1,0,0,0,31,0,0,26800,2,3,2,0,21,4472,54500,0,4,28,0
491,10000,2,1,7000,1,1,0,0,12,1,0,6000,0,3,1,0,64,1216,24000,0,4,5,0
492,6000,3,1,5500,2,0,0,0,31,0,0,23600,0,2,0,0,21,1436,22500,0,1,15,1
493,6000,7,2,7500,8,0,0,0,31,0,0,2800,0,4,1,0,21,110,32500,0,1,11,0
494,15000,1,3,9725,1,0,0,0,77,0,0,143900,1,4,2,0,21,2440,57000,0,3,2,0
495,15000,10,2,9330,2,0,0,0,78,0,0,120500,2,1,1,0,30,1270,43500,0,1,9,0
496,18000,10,2,6550,1,1,0,0,3,0,0,34900,1,4,3,0,21,3924,47500,0,3,62,0
497,10000,10,1,10000,2,0,0,0,31,0,0,42700,0,2,2,0,61,8298,63000,1,3,98,0
498,10000,10,3,8500,3,0,0,0,31,0,0,393200,1,3,1,0,19,546,30500,0,0,56,0
499,20000,3,3,25000,2,0,0,0,31,0,0,173700,1,3,3,1,12,9710,69500,2,5,41,0
500,14000,7,2,12800,2,0,0,0,19,0,0,329300,1,3,3,1,9,2230,31000,0,2,2,0
